,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Paracuru,BR,-3.41,-39.0306,80.11,85,100,8.48,overcast clouds
341,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.69,87,93,6.46,light rain
342,Lamar,US,33.6668,-95.5836,63.36,96,75,6.91,fog
343,San Ignacio,BZ,17.1561,-89.0714,68.14,26,0,0.0,clear sky
344,Palmer,US,42.1584,-72.3287,38.5,83,20,0.0,few clouds
345,Chernyshevskiy,RU,63.0128,112.4714,-22.07,92,63,3.94,broken clouds
346,Evensk,RU,61.95,159.2333,-11.06,73,2,9.19,clear sky
347,Tondano,ID,1.3038,124.9112,80.69,60,96,4.76,overcast clouds
348,Aklavik,CA,68.2191,-135.0107,-9.8,98,100,4.76,overcast clouds
349,Jumla,NP,29.2747,82.1838,50.88,22,1,5.77,clear sky
350,Paamiut,GL,61.994,-49.6678,2.44,80,19,11.45,few clouds
351,Half Moon Bay,US,37.4636,-122.4286,54.32,62,20,0.0,haze
352,Ballina,AU,-28.8667,153.5667,78.78,70,1,11.83,clear sky
353,Kirkwall,GB,58.9848,-2.9587,40.96,93,40,9.22,scattered clouds
354,Baherden,TM,38.4362,57.4316,47.28,44,11,3.85,few clouds
355,Tavares,US,28.8042,-81.7256,63.16,96,20,0.0,mist
356,La Ligua,CL,-32.4524,-71.2311,62.13,78,0,2.53,clear sky
357,Ojinaga,MX,29.5667,-104.4167,66.42,29,99,7.18,overcast clouds
358,Port Hedland,AU,-20.3167,118.5667,91.45,55,100,18.41,overcast clouds
359,Ishinomaki,JP,38.4167,141.3,37.4,61,18,24.27,few clouds
360,Redmond,US,47.674,-122.1215,40.89,92,79,1.01,broken clouds
361,Adrar,MR,20.5022,-10.0711,59.81,21,0,10.8,clear sky
362,Buala,SB,-8.145,159.5921,82.17,82,94,8.46,light rain
363,Pskov,RU,57.8136,28.3496,26.51,93,0,4.47,clear sky
364,Contai,IN,21.7786,87.7536,76.41,38,0,6.69,clear sky
365,Waingapu,ID,-9.6567,120.2641,88.95,57,98,21.47,overcast clouds
366,Antofagasta,CL,-23.65,-70.4,63.68,84,37,3.11,scattered clouds
367,Nefteyugansk,RU,61.0998,72.6035,-5.24,92,99,12.55,overcast clouds
368,Asilah,MA,35.465,-6.0348,57.16,66,94,11.01,overcast clouds
369,Qui Nhon,VN,13.7667,109.2333,74.89,80,100,18.37,overcast clouds
370,Port-Cartier,CA,50.0334,-66.8654,26.28,87,49,7.31,scattered clouds
371,Tahoua,NE,14.8888,5.2692,57.18,33,0,9.22,clear sky
372,Bambanglipuro,ID,-7.95,110.2833,84.27,70,92,17.05,light rain
373,Saint George,US,37.1041,-113.5841,40.24,88,100,9.22,overcast clouds
374,Shar,KZ,49.5886,81.0453,13.77,89,76,10.49,broken clouds
375,La Libertad,EC,-2.2333,-80.9,73.85,72,96,4.68,overcast clouds
376,Rawlins,US,41.7911,-107.2387,26.49,86,100,26.46,mist
377,Lima,PE,-12.0432,-77.0282,66.45,83,0,6.91,clear sky
378,Polyarnyy,RU,69.1989,33.4478,26.98,92,100,9.44,light snow
379,Sitka,US,57.0531,-135.33,44.49,70,100,23.02,light rain
380,Provideniya,RU,64.3833,-173.3,-1.97,79,0,12.55,clear sky
381,Manggar,ID,-2.8833,108.2667,84.56,66,100,12.59,overcast clouds
382,Atasu,KZ,48.6814,71.6433,23.07,90,100,11.3,overcast clouds
383,College,US,64.8569,-147.8028,18.59,86,40,4.61,scattered clouds
384,Hamilton,US,39.1834,-84.5333,52.99,96,75,5.75,fog
385,Werda,BW,-25.2667,23.2833,73.62,56,4,14.16,clear sky
386,Hirara,JP,24.8,125.2833,69.66,73,75,16.11,broken clouds
387,Port Lincoln,AU,-34.7333,135.8667,68.02,65,3,19.28,clear sky
388,Muisne,EC,0.6,-80.0333,74.97,82,89,6.4,overcast clouds
389,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,82,20,15.08,few clouds
390,Vondrozo,MG,-22.8167,47.2833,74.21,76,100,3.56,overcast clouds
391,Pafos,CY,34.7667,32.4167,53.38,58,20,8.05,few clouds
392,Carutapera,BR,-1.195,-46.02,75.07,94,100,5.08,overcast clouds
393,Dunedin,NZ,-45.8742,170.5036,59.81,95,40,15.82,scattered clouds
394,Duma,CN,34.7653,108.135,38.97,24,100,3.83,overcast clouds
395,Ilhabela,BR,-23.7781,-45.3581,72.0,91,7,2.33,clear sky
396,Hammerfest,NO,70.6634,23.6821,30.65,80,40,0.0,light snow
397,Coahuayana,MX,18.7333,-103.6833,69.26,85,12,4.47,few clouds
398,Ambon,ID,-3.6954,128.1814,89.74,62,20,11.5,few clouds
399,Lorengau,PG,-2.0226,147.2712,84.43,70,54,6.78,broken clouds
400,Oranjemund,NA,-28.55,16.4333,64.74,87,94,4.09,overcast clouds
401,Leh,IN,34.1667,77.5833,10.27,55,0,0.63,clear sky
402,Tomatlan,MX,19.9333,-105.25,64.67,92,0,1.03,clear sky
403,Houston,US,29.7633,-95.3633,73.8,92,100,17.27,mist
404,Puerto El Triunfo,SV,13.2833,-88.55,75.0,85,39,3.89,scattered clouds
405,Ibra,OM,22.6906,58.5334,73.81,37,57,8.9,broken clouds
406,Matay,EG,28.419,30.7792,53.87,85,0,4.45,clear sky
407,Ostrovnoy,RU,68.0531,39.5131,20.01,91,100,14.99,light snow
408,Galle,LK,6.0367,80.217,79.83,68,100,3.58,overcast clouds
409,Yulara,AU,-25.2406,130.9889,99.32,24,91,21.0,overcast clouds
410,Sinnamary,GF,5.3833,-52.95,74.89,91,100,4.29,overcast clouds
411,Pochutla,MX,15.7432,-96.4661,75.02,87,43,3.98,scattered clouds
412,Caravelas,BR,-17.7125,-39.2481,72.61,91,99,3.91,overcast clouds
413,Yerofey Pavlovich,RU,53.9667,121.9667,2.5,82,100,3.27,overcast clouds
414,Romitan,UZ,39.9343,64.3814,28.35,100,100,4.61,fog
415,Muros,ES,42.7762,-9.0603,44.69,96,16,9.28,few clouds
416,Da Nang,VN,16.0678,108.2208,71.58,73,75,5.75,broken clouds
417,Tautira,PF,-17.7333,-149.15,79.97,79,23,11.34,few clouds
418,Tabas,IR,33.5959,56.9244,47.82,27,0,5.79,clear sky
419,Coquimbo,CL,-29.9533,-71.3436,60.53,100,20,3.44,few clouds
420,Pisco,PE,-13.7,-76.2167,69.85,73,0,10.36,clear sky
421,Mnogovershinnyy,RU,53.9353,139.9242,-11.42,84,100,8.68,overcast clouds
422,Pacific Grove,US,36.6177,-121.9166,50.45,89,0,4.61,clear sky
423,Esfahan,IR,32.6572,51.6776,28.04,44,1,0.54,clear sky
424,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,84,40,20.71,scattered clouds
425,San Quintin,MX,30.4833,-115.95,57.07,65,44,16.02,scattered clouds
426,Cartagena,CO,10.3997,-75.5144,78.42,83,20,5.75,few clouds
427,Nejdek,CZ,50.3224,12.7294,51.62,79,0,2.3,clear sky
428,Porto Novo,BJ,6.4965,2.6036,73.22,47,35,3.31,scattered clouds
429,Chicama,PE,-7.8447,-79.1469,63.14,77,87,4.29,overcast clouds
430,Cabra,ES,37.4725,-4.4421,53.91,35,100,1.54,overcast clouds
431,Athabasca,CA,54.7169,-113.2854,10.81,92,50,4.9,scattered clouds
432,Tieling,CN,42.2931,123.8414,17.11,48,0,8.16,clear sky
433,Morro Bay,US,35.3658,-120.8499,50.92,80,5,1.01,clear sky
434,Yurginskoye,RU,56.8189,67.3921,2.95,93,75,11.68,broken clouds
435,San Cristobal,VE,7.7669,-72.225,63.39,97,57,2.8,broken clouds
436,Bongandanga,CD,1.5,21.05,75.61,69,77,1.61,broken clouds
437,Carupano,VE,10.6678,-63.2585,73.63,91,11,5.99,few clouds
438,Chabua,IN,27.4825,95.1736,69.75,60,20,8.05,haze
439,Matamba,TZ,-8.9833,33.9667,61.81,69,79,4.72,broken clouds
440,Staryy Nadym,RU,65.6118,72.6842,-18.72,97,59,9.8,broken clouds
441,Bubaque,GW,11.2833,-15.8333,78.1,73,56,7.72,broken clouds
442,Broome,US,42.2506,-75.833,44.38,85,100,6.91,overcast clouds
443,Waddan,LY,29.1614,16.139,48.97,77,2,4.18,clear sky
444,Nadym,RU,65.5333,72.5167,-17.82,97,62,10.13,broken clouds
445,Ponta Delgada,PT,37.7333,-25.6667,57.92,72,40,18.41,scattered clouds
446,Marsassoum,SN,12.8275,-15.9806,62.69,48,72,1.72,broken clouds
447,Fecamp,FR,49.7579,0.3746,49.08,90,100,14.05,overcast clouds
448,Kundian,PK,32.4587,71.4775,61.63,17,0,1.43,clear sky
449,Nola,IT,40.922,14.5329,55.26,88,1,1.61,clear sky
450,Sobolevo,RU,54.4299,31.8996,36.91,93,100,9.08,overcast clouds
451,Cascais,PT,38.6979,-9.4215,53.94,95,45,21.0,scattered clouds
452,Ahipara,NZ,-35.1667,173.1667,67.73,69,100,15.97,overcast clouds
453,Tortoli,IT,39.9256,9.6572,51.62,82,20,11.5,few clouds
454,Bonavista,CA,48.6499,-53.1147,33.13,98,100,29.84,snow
455,Cortez,US,37.3489,-108.5859,38.16,88,100,17.27,overcast clouds
456,America Dourada,BR,-11.4553,-41.4361,67.5,91,88,6.49,overcast clouds
457,Narsaq,GL,60.9167,-46.05,-1.98,62,0,8.12,clear sky
458,Luderitz,NA,-26.6481,15.1594,69.4,71,20,12.84,few clouds
459,Pilar,BR,-9.5972,-35.9567,73.33,94,100,3.78,overcast clouds
460,Chitral,PK,35.8462,71.7858,38.35,30,6,6.89,clear sky
461,Ko Samui,TH,9.5357,99.9357,87.71,62,20,11.5,few clouds
462,Hohhot,CN,40.8106,111.6522,26.89,39,0,4.47,clear sky
463,Santiago,CL,-33.4569,-70.6483,69.26,51,0,6.91,clear sky
464,Pokhara,NP,28.2333,83.9833,64.35,43,21,6.62,few clouds
465,Coos Bay,US,43.3665,-124.2179,40.98,93,0,10.36,clear sky
466,Viedma,AR,-40.8135,-62.9967,59.09,60,3,9.35,clear sky
467,Solnechnyy,RU,50.7214,136.6319,-15.12,97,60,2.82,broken clouds
468,Kruisfontein,ZA,-34.0033,24.7314,76.89,55,0,12.91,clear sky
469,Kargat,RU,55.1956,80.2811,0.73,96,99,7.74,overcast clouds
470,Varzea Da Palma,BR,-17.5981,-44.7308,66.76,89,100,1.63,overcast clouds
471,Angoram,PG,-4.0625,144.0661,85.33,69,100,5.97,overcast clouds
472,Hay River,CA,60.8156,-115.7999,-2.22,78,75,5.75,broken clouds
473,San Francisco,US,37.7749,-122.4194,54.39,53,75,6.91,broken clouds
474,Egvekinot,RU,66.3167,-179.1667,-17.34,88,50,12.57,scattered clouds
475,Knysna,ZA,-34.0363,23.0471,77.85,62,1,6.13,clear sky
476,Qiongshan,CN,20.0058,110.3542,64.38,77,100,11.18,overcast clouds
477,Pimentel,PE,-6.8367,-79.9342,68.29,83,0,11.5,clear sky
478,Balkanabat,TM,39.5108,54.3671,47.59,63,100,3.98,overcast clouds
479,Clyde River,CA,70.4692,-68.5914,-23.57,76,0,5.75,clear sky
480,Bang Saphan,TH,11.2126,99.5117,81.16,58,21,10.8,few clouds
481,Miramar,US,25.9873,-80.2323,77.0,85,0,3.44,clear sky
482,Hualmay,PE,-11.0964,-77.6139,69.08,84,100,7.65,overcast clouds
483,Santa Maria,BR,-29.6842,-53.8069,69.24,89,98,5.97,overcast clouds
484,Sergeyevka,KZ,53.88,67.4158,20.32,92,46,12.08,scattered clouds
485,Maltahohe,NA,-24.8333,16.9833,82.4,29,24,15.03,few clouds
486,Riyadh,SA,24.6877,46.7219,50.14,60,100,5.44,overcast clouds
487,Murgab,TM,37.4966,61.9714,33.67,75,0,4.61,clear sky
488,Melito Di Porto Salvo,IT,37.9222,15.7714,56.53,78,0,2.44,clear sky
489,Olafsvik,IS,64.8945,-23.7142,38.28,68,100,24.92,overcast clouds
490,Tuatapere,NZ,-46.1333,167.6833,63.77,70,100,3.74,overcast clouds
491,Makuyuni,TZ,-4.7333,38.1,83.59,49,1,5.3,clear sky
492,Cherskiy,RU,68.75,161.3,-47.56,99,54,5.01,broken clouds
493,Katsuura,JP,35.1333,140.3,48.13,46,100,5.46,overcast clouds
494,Praia,CV,14.9215,-23.5087,72.14,78,20,10.36,few clouds
495,Bullhead City,US,35.1478,-114.5683,54.82,68,100,1.01,overcast clouds
496,Oruro,BO,-17.9833,-67.15,46.33,81,100,5.57,overcast clouds
497,Paraiso,CR,9.8383,-83.8656,63.46,92,24,2.55,few clouds
498,Xaxim,BR,-26.9617,-52.5347,75.58,86,7,3.56,moderate rain
499,Erzin,TR,36.9559,36.2,55.63,26,0,3.44,clear sky
500,Sunrise Manor,US,36.2111,-115.0731,50.74,55,100,19.57,overcast clouds
501,Sauk Rapids,US,45.5919,-94.1661,24.62,93,100,9.22,mist
502,Karpathos,GR,35.507,27.2132,58.96,77,20,8.05,few clouds
503,Tagusao,PH,9.1924,117.8141,82.4,75,93,5.73,overcast clouds
504,Basco,PH,20.4487,121.9702,74.46,85,100,30.82,overcast clouds
505,Matara,LK,5.9485,80.5353,84.92,51,100,4.97,overcast clouds
506,Flinders,AU,-34.5833,150.8552,80.19,69,100,7.0,overcast clouds
507,Vanimo,PG,-2.6741,141.3028,82.76,78,37,6.76,scattered clouds
508,Pokrovka,KG,42.3414,78.0056,24.98,64,100,1.59,overcast clouds
509,Axim,GH,4.8699,-2.2405,75.54,75,28,2.66,scattered clouds
510,Barra Patuca,HN,15.8,-84.2833,76.37,85,83,7.94,light rain
511,Calgary,CA,51.0501,-114.0853,24.75,74,20,8.05,few clouds
512,Iquitos,PE,-3.7481,-73.2472,71.64,94,100,3.44,overcast clouds
513,Faya,SA,18.3851,42.4509,62.71,54,59,3.76,broken clouds
514,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,76,100,11.56,overcast clouds
515,Rovaniemi,FI,66.5,25.7167,17.01,86,0,4.61,clear sky
516,Ipilan,PH,8.8431,117.9033,81.82,81,96,10.49,overcast clouds
517,Zonguldak,TR,41.25,31.8333,29.25,50,0,3.58,clear sky
518,Hambantota,LK,6.1241,81.1185,86.34,66,40,14.97,scattered clouds
519,Sorland,NO,67.667,12.6934,39.06,93,100,35.7,light rain
520,Mazara Del Vallo,IT,37.6641,12.588,55.94,86,33,11.14,scattered clouds
521,Richards Bay,ZA,-28.783,32.0377,77.16,61,0,5.03,clear sky
522,Songea,TZ,-10.6833,35.65,69.15,94,75,5.75,broken clouds
523,Sabang,ID,5.8933,95.3214,80.11,74,16,17.69,few clouds
524,Moulins,FR,46.5,3.3333,53.56,64,100,4.63,overcast clouds
525,Chone,EC,-0.6833,-80.1,73.36,86,100,3.09,light rain
526,Piacabucu,BR,-10.4056,-36.4344,75.58,88,100,5.32,overcast clouds
527,Haines Junction,CA,60.7522,-137.5108,21.15,93,100,2.3,overcast clouds
528,Kurtalan,TR,37.9272,41.7028,29.16,86,0,0.0,clear sky
529,Poum,NC,-20.2333,164.0167,79.39,71,0,11.88,clear sky
530,Guangzhou,CN,23.1167,113.25,66.87,46,93,10.07,overcast clouds
531,Langenburg,DE,49.2544,9.8458,52.7,76,0,3.44,clear sky
532,Maniitsoq,GL,65.4167,-52.9,-0.9,87,31,10.25,scattered clouds
533,Fortuna,US,40.5982,-124.1573,40.35,94,100,0.0,overcast clouds
534,Peleduy,RU,59.6289,112.7406,-11.74,93,23,5.57,few clouds
535,Palana,RU,59.1167,159.9667,-0.02,83,19,9.13,few clouds
536,Lipin Bor,RU,60.2622,37.9763,26.62,85,100,18.52,overcast clouds
537,Belmonte,BR,-15.8631,-38.8828,73.96,89,69,3.65,broken clouds
538,Del Rio,US,29.3627,-100.8968,62.71,74,0,4.61,clear sky
539,Monrovia,LR,6.3005,-10.7969,71.37,90,15,4.52,few clouds
540,Jian,CN,27.1172,114.9793,50.7,65,100,12.44,overcast clouds
541,Tutoia,BR,-2.7619,-42.2744,78.01,88,66,10.54,broken clouds
542,Savalou,BJ,7.9281,1.9756,71.31,22,98,4.65,overcast clouds
543,Panguna,PG,-6.3164,155.4848,75.88,81,99,2.46,light rain
544,Polessk,RU,54.862,21.1028,46.45,96,100,6.31,overcast clouds
545,Bluefield,US,37.2698,-81.2223,46.96,95,0,5.75,clear sky
546,Xuddur,SO,4.1213,43.8894,81.93,51,6,26.15,clear sky
547,Armidale,AU,-30.5167,151.65,76.95,35,27,6.89,scattered clouds
548,Sayat,TM,38.7839,63.8803,30.07,50,48,8.66,scattered clouds
549,Kedainiai,LT,55.2883,23.9747,43.27,91,100,5.35,overcast clouds
550,Pangani,TZ,-5.4333,38.9667,84.65,60,1,13.04,clear sky
551,Taruma,BR,-22.7467,-50.5772,68.7,89,100,2.59,overcast clouds
552,Velyka Bahachka,UA,49.7912,33.7226,44.31,90,100,8.37,overcast clouds
553,Rio Gallegos,AR,-51.6226,-69.2181,50.05,53,0,21.85,clear sky
554,Kemijarvi,FI,66.7131,27.4306,13.3,89,13,5.55,few clouds
555,Talnakh,RU,69.4865,88.3972,-9.98,97,100,6.38,overcast clouds
556,Prince Rupert,CA,54.3161,-130.3201,47.89,52,100,34.52,light rain
557,Abha,SA,18.2164,42.5053,62.42,48,40,3.44,scattered clouds
558,Maceio,BR,-9.6658,-35.7353,74.64,94,75,3.44,broken clouds
559,Porto Walter,BR,-8.2686,-72.7439,68.2,99,100,1.54,overcast clouds
560,Cap Malheureux,MU,-19.9842,57.6142,84.47,62,24,7.0,few clouds
561,Podporozhye,RU,60.9112,34.1706,24.94,85,38,11.7,scattered clouds
562,Nkhotakota,MW,-12.9274,34.2961,78.66,70,30,1.68,scattered clouds
563,Morondava,MG,-20.2833,44.2833,82.58,65,56,7.29,broken clouds
564,Plettenberg Bay,ZA,-34.0527,23.3716,73.4,71,2,7.65,clear sky
565,Springdale,US,36.1867,-94.1288,56.48,92,40,6.91,scattered clouds
566,Si Sa Ket,TH,14.8333,104.3333,81.21,58,100,9.01,overcast clouds
567,Englehart,CA,47.8169,-79.8664,30.76,93,100,6.91,light snow
568,Laguna,US,38.421,-121.4238,51.3,58,0,11.5,clear sky
569,Ayorou,NE,14.7308,0.9174,59.58,19,7,10.76,clear sky
570,Dovers,VC,12.8833,-61.1833,76.37,81,7,16.98,moderate rain
571,Manuk Mangkaw,PH,4.8,119.85,82.45,76,100,12.08,overcast clouds
572,Gamba,GA,-2.65,10.0,76.75,85,90,3.36,overcast clouds
573,Beira,MZ,-19.8436,34.8389,78.89,73,75,8.05,light rain
574,Kozhva,RU,65.1073,57.0459,-3.59,95,100,10.63,overcast clouds
575,Zheshart,RU,62.0731,49.5733,28.58,92,100,10.07,overcast clouds
576,Pauini,BR,-7.7136,-66.9764,68.45,100,100,2.28,overcast clouds
577,Biltine,TD,14.5333,20.9167,64.67,29,0,17.07,clear sky
578,Vung Tau,VN,10.346,107.0843,82.31,64,100,5.44,overcast clouds
579,Waiouru,NZ,-39.4833,175.6667,56.28,71,97,8.66,overcast clouds
580,Amarpur,IN,25.0333,86.9,74.93,29,0,3.89,clear sky
581,Sakaiminato,JP,35.55,133.2333,48.18,43,40,11.5,scattered clouds
582,Ahuimanu,US,21.4447,-157.8378,75.2,86,75,4.0,broken clouds
583,Talakan,RU,50.3167,130.3667,-7.17,94,75,5.26,broken clouds
584,Rustenburg,ZA,-25.6676,27.2421,71.64,59,6,4.83,clear sky
585,Ranong,TH,9.9658,98.6348,85.93,56,32,11.01,scattered clouds
586,Jizan,SA,17.3333,42.6667,81.54,67,92,4.94,overcast clouds
587,Calvinia,ZA,-31.4707,19.776,82.22,30,0,5.75,clear sky
588,Tucuman,AR,-26.8241,-65.2226,69.8,94,100,3.44,overcast clouds
589,Springfield,US,37.2153,-93.2982,54.19,94,0,11.5,mist
590,La Crosse,US,43.8014,-91.2396,32.13,86,0,0.0,clear sky
591,Baker City,US,44.7749,-117.8344,28.65,86,0,0.0,clear sky
592,Warmbad,NA,-28.45,18.7333,86.54,13,100,2.33,overcast clouds
593,Denpasar,ID,-8.65,115.2167,87.46,74,20,18.41,few clouds
594,Kijang,KR,35.2442,129.2139,44.33,18,100,7.61,overcast clouds
595,Barnstead,US,43.334,-71.2928,36.95,86,5,5.91,clear sky
596,Port Macquarie,AU,-31.4333,152.9167,76.89,63,0,9.19,clear sky
597,Izumo,JP,35.3667,132.7667,48.15,46,75,13.8,broken clouds
598,Imeni Poliny Osipenko,RU,52.4201,136.4853,-21.28,93,31,3.15,scattered clouds
599,San Rafael,AR,-34.6177,-68.3301,67.62,47,25,6.73,scattered clouds
600,Rezekne,LV,56.5,27.3167,32.07,95,100,2.82,overcast clouds
601,Challapata,BO,-18.9,-66.7667,46.98,82,100,1.92,overcast clouds
602,Sistranda,NO,63.7256,8.834,26.56,55,100,7.74,overcast clouds
603,Deputatskiy,RU,69.3,139.9,-24.09,97,100,3.38,overcast clouds
604,Yar-Sale,RU,66.8333,70.8333,-21.1,100,100,8.99,overcast clouds
605,Marsa Matruh,EG,31.3525,27.2453,64.6,72,75,8.05,moderate rain
606,Lang Son,VN,21.8333,106.7333,63.59,50,93,4.72,overcast clouds
607,Uige,AO,-7.6087,15.0613,66.13,99,100,0.96,moderate rain
608,Husavik,IS,66.0449,-17.3389,25.39,73,100,20.13,overcast clouds
609,Bandarbeyla,SO,9.4942,50.8122,78.46,66,30,22.06,scattered clouds
610,Jiaozuo,CN,35.2397,113.2331,44.15,24,42,3.62,scattered clouds
611,Tarauaca,BR,-8.1614,-70.7656,68.7,99,100,2.06,overcast clouds
612,Ellensburg,US,46.9965,-120.5479,28.02,97,100,2.28,overcast clouds
613,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,39,93,31.07,overcast clouds
614,Kirakira,SB,-10.4544,161.9205,79.63,83,100,4.79,moderate rain
615,Vardo,NO,70.3705,31.1107,33.78,86,100,12.66,overcast clouds
616,Maarianhamina,AX,60.0973,19.9348,30.06,93,0,2.3,snow
617,Mogwase,ZA,-25.185,27.2665,71.55,59,2,2.15,clear sky
618,Ribeira Brava,PT,32.65,-17.0667,62.71,81,100,5.06,overcast clouds
619,Salinopolis,BR,-0.6136,-47.3561,77.68,84,98,6.78,overcast clouds
620,Humberto De Campos,BR,-2.5983,-43.4611,74.19,95,100,4.38,overcast clouds
621,Ngunguru,NZ,-35.6167,174.5,65.86,73,100,21.74,overcast clouds
622,Sabinas,MX,27.85,-101.1167,63.57,66,0,4.38,clear sky
623,Manaus,BR,-3.1019,-60.025,77.49,88,75,1.14,broken clouds
624,Lingyuan,CN,41.24,119.4011,25.9,17,0,2.82,clear sky
625,Lethem,GY,3.3803,-59.7968,74.44,84,100,8.39,overcast clouds
626,Tessalit,ML,20.1986,1.0114,54.23,25,0,11.48,clear sky
627,Ormara,PK,25.2088,64.6357,75.58,26,0,18.72,clear sky
628,Miri,MY,4.4148,114.0089,86.16,70,40,6.91,scattered clouds
629,General Pico,AR,-35.6566,-63.7568,57.87,64,0,6.98,clear sky
630,Oistins,BB,13.0667,-59.5333,77.09,78,75,14.97,light rain
631,Mackay,AU,-21.15,149.2,85.68,66,5,12.82,clear sky
632,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.39,99,41,0.29,scattered clouds
633,Langsa,ID,4.4683,97.9683,84.09,62,93,6.4,overcast clouds
634,Vostok,RU,46.4856,135.8833,-7.37,96,100,11.65,overcast clouds
635,Larap,PH,14.299,122.6504,78.73,88,81,10.33,broken clouds
636,Tual,ID,-5.6667,132.75,83.91,75,100,14.54,overcast clouds
637,Alice Springs,AU,-23.7,133.8833,96.35,40,100,20.71,overcast clouds
638,Ostersund,SE,63.1792,14.6357,18.05,62,0,9.22,clear sky
639,Vezirkopru,TR,41.1436,35.4547,30.69,58,0,1.19,clear sky
640,Klyuchi,RU,52.2667,79.1667,13.89,92,100,9.4,overcast clouds
641,Tanout,NE,14.9709,8.8879,54.21,29,0,16.82,clear sky
642,Kavaratti,IN,10.5669,72.642,81.45,69,15,7.72,few clouds
643,Preobrazheniye,RU,42.9019,133.9064,14.2,56,4,14.32,clear sky
644,Bridlington,GB,54.0831,-0.1919,41.9,88,26,11.52,scattered clouds
645,Bose,IT,45.4612,8.0137,47.16,96,100,0.31,overcast clouds
646,Ambulu,ID,-8.345,113.6058,81.41,82,90,14.2,overcast clouds
647,Perth,AU,-31.9333,115.8333,92.01,19,0,13.8,clear sky
648,Carahue,CL,-38.7,-73.1667,46.58,98,22,2.37,few clouds
649,Lakselv,NO,70.0513,24.9718,21.02,93,75,3.44,broken clouds
650,Namatanai,PG,-3.6667,152.4333,82.81,75,100,6.71,overcast clouds
651,Mehamn,NO,71.0357,27.8492,31.91,100,75,2.3,light shower snow
652,Marsh Harbour,BS,26.5412,-77.0636,75.11,81,10,4.41,clear sky
653,Megali Panayia,GR,40.45,23.6833,42.24,66,8,2.06,clear sky
654,Gaspe,CA,48.8334,-64.4819,28.31,74,100,6.91,overcast clouds
655,Akom,CM,2.6678,12.7109,72.72,74,12,1.79,few clouds
656,Rapid Valley,US,44.0625,-103.1463,33.62,81,100,3.44,snow
657,Pak Phanang,TH,8.3511,100.202,87.82,67,96,9.24,overcast clouds
658,Harper,LR,4.375,-7.7169,74.93,80,1,1.59,clear sky
659,Madukkur,IN,10.4833,79.4,82.78,54,77,11.1,broken clouds
660,Zurrieq,MT,35.8311,14.4742,56.71,94,40,5.75,scattered clouds
661,Lodwar,KE,3.1191,35.5973,83.62,46,74,21.0,broken clouds
662,Liverpool,GB,53.4106,-2.9779,41.43,91,75,4.61,broken clouds
663,Pedernales,DO,18.0384,-71.744,74.71,71,0,3.85,clear sky
664,Kidero,RU,42.1932,45.9614,34.79,45,65,4.61,broken clouds
665,Sao Mateus,BR,-18.7161,-39.8589,70.59,95,100,2.71,overcast clouds
666,Broadford,AU,-37.2,145.0667,78.3,84,84,7.36,moderate rain
667,Kampot,KH,10.6167,104.1833,82.45,59,100,8.48,overcast clouds
668,Otjimbingwe,NA,-22.35,16.1333,85.64,37,29,11.52,scattered clouds
669,Acarau,BR,-2.8856,-40.12,78.21,84,100,10.18,overcast clouds
670,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,70.77,91,86,3.09,overcast clouds
671,Kashirskoye,RU,51.4194,39.6125,43.72,84,100,16.06,overcast clouds
672,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.2,89,100,8.19,overcast clouds
673,Chirongui,YT,-12.9319,45.1483,87.73,71,29,6.71,scattered clouds
674,Lagoa,PT,39.05,-27.9833,59.02,82,100,24.25,overcast clouds
675,Delijan,IR,33.9905,50.6838,39.85,39,5,2.91,clear sky
676,Jalu,LY,29.0331,21.5482,54.84,74,7,7.27,clear sky
677,Gladstone,AU,-23.85,151.25,82.33,51,12,13.8,few clouds
678,Weligama,LK,5.9667,80.4167,83.43,56,100,1.59,overcast clouds
679,Kampong Thum,KH,12.7111,104.8887,87.37,47,81,5.28,broken clouds
680,Kem,RU,64.9555,34.5793,28.99,89,93,15.39,overcast clouds
681,Oktyabrskoye,RU,43.0645,44.7417,35.74,75,40,0.0,scattered clouds
682,Tucurui,BR,-3.7661,-49.6725,72.82,97,100,3.02,light rain
683,Nyurba,RU,63.2842,118.3319,0.93,96,100,5.66,overcast clouds
684,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.35,92,4,8.97,clear sky
685,Kollam,IN,8.8833,76.6,82.89,53,100,5.19,overcast clouds
686,Haysyn,UA,48.8114,29.3898,44.8,84,31,4.97,scattered clouds
687,Tazmalt,DZ,36.3868,4.3989,49.5,50,100,6.15,overcast clouds
688,Port-Gentil,GA,-0.7193,8.7815,76.96,94,20,4.61,light rain
689,Lucea,JM,18.451,-78.1736,72.86,82,88,10.45,light rain
690,Malanje,AO,-9.5402,16.341,64.9,96,100,4.25,overcast clouds
